"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"488"," NBA Power Rankings Chris Paul helps keep Rockets NoBucks and Pacers ride big weeks into TopESPN",FALSE,0,NA,2017-12-11 16:47:24,FALSE,NA,"940261749604876288",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","BlissfulKaren",0,FALSE,FALSE,NA,NA
"489"," NBA Power Rankings Chris Paul helps keep Rockets NoBucks and Pacers ride big weeks into TopESPN",FALSE,0,NA,2017-12-11 16:47:24,TRUE,NA,"940261746413010944",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","proballmetrics",0,FALSE,FALSE,NA,NA
"490"," NBA Power Rankings Chris Paul helps keep Rockets NoBucks and Pacers ride big weeks into TopESPNalert",FALSE,0,NA,2017-12-11 16:47:22,FALSE,NA,"940261740784349184",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","JakeMiller206",0,FALSE,FALSE,NA,NA
"491"," NBA Power Rankings Chris Paul helps keep Rockets NoBucks and Pacers ride big weeks into TopESPN",FALSE,0,NA,2017-12-11 16:47:20,FALSE,NA,"940261732408348676",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","BlueJaysBot",0,FALSE,FALSE,NA,NA
"492","NBA News  NBA Power Rankings Chris Paul helps keep Rockets NoBucks and Pacers ride big weeks into Top",FALSE,0,NA,2017-12-11 16:47:18,TRUE,NA,"940261721159151623",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","NBALiveFeed",0,FALSE,FALSE,NA,NA
"493"," NBA Power Rankings Chris Paul helps keep Rockets NoBucks and Pacers ride big weeks into TopESPN",FALSE,0,NA,2017-12-11 16:47:17,FALSE,NA,"940261716507709440",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","tracicopeland17",0,FALSE,FALSE,NA,NA
"494"," NBA Power Rankings Chris Paul helps keep Rockets NoBucks and Pacers ride big weeks into TopESPN",FALSE,0,NA,2017-12-11 16:47:16,FALSE,NA,"940261715631136768",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","PAPICHULLO105",0,FALSE,FALSE,NA,NA
"495"," NBA Power Rankings Chris Paul helps keep Rockets NoBucks and Pacers ride big weeks into TopESPN",FALSE,0,NA,2017-12-11 16:47:14,FALSE,NA,"940261704650379264",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ACBJV",0,FALSE,FALSE,NA,NA
"496"," NBA Power Rankings Chris Paul helps keep Rockets NoBucks and Pacers ride big weeks into TopESPN",FALSE,0,NA,2017-12-11 16:47:13,FALSE,NA,"940261700653207552",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","kendra9jones",0,FALSE,FALSE,NA,NA
"497"," NBA Power Rankings Chris Paul helps keep Rockets NoBucks and Pacers ride big weeks into TopESPN",FALSE,0,NA,2017-12-11 16:47:13,FALSE,NA,"940261699621449730",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","SirGottie",0,FALSE,FALSE,NA,NA
"498"," NBA Power Rankings Chris Paul helps keep Rockets NoBucks and Pacers ride big weeks into TopESPN",FALSE,0,NA,2017-12-11 16:47:11,FALSE,NA,"940261691585126405",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","RealCoinflip",0,FALSE,FALSE,NA,NA
"499"," NBA Power Rankings Chris Paul helps keep Rockets NoBucks and Pacers ride big weeks into TopESPN",FALSE,0,NA,2017-12-11 16:47:03,FALSE,NA,"940261658160779266",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AhmadHordyk",0,FALSE,FALSE,NA,NA
"500"," NBA Power Rankings Chris Paul helps keep Rockets NoBucks and Pacers ride big weeks into TopESPN",FALSE,0,NA,2017-12-11 16:47:01,FALSE,NA,"940261653207240711",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","KingBunmz",0,FALSE,FALSE,NA,NA
"501","Continued Lindsey Graham Chuck Grassley Trey Gowdy Devin Nunes Matt Gaetz",FALSE,0,"randombott",2017-12-11 16:46:47,TRUE,"940216565508734976","940261591760633856","269097122","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","anrimaca100",0,FALSE,FALSE,NA,NA
"502","Patrick Join Triple Diamond Chris LamontDiamond Paul Moore on the Saturday Live Valentus Training Callpm",FALSE,0,NA,2017-12-11 16:45:17,TRUE,NA,"940261213442854912",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","RTNRichmond",0,FALSE,FALSE,NA,NA
"503","The prospect of a Roy Moore victory should make your stomach churn with fearPaul Mason",FALSE,0,NA,2017-12-11 16:43:53,FALSE,NA,"940260861159137280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chris_byford",91,TRUE,FALSE,NA,NA
"504","Not a doubt in my mind that Chris Paul even with being outgames is taking this thunder team towins",FALSE,0,NA,2017-12-11 16:43:28,FALSE,NA,"940260755877847045",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","KenanSportsTalk",1,FALSE,FALSE,NA,NA
"505","On this weeks Spontaneanation Paul F Tompkins talked about working at a book store where he had to wear an apron",FALSE,0,NA,2017-12-11 16:41:22,TRUE,NA,"940260228427386880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Chris_A_Rock",0,FALSE,FALSE,NA,NA
"506","NBA Power Rankings Chris Paul keeps Rockets flying high Cavs cant be stopped",FALSE,0,NA,2017-12-11 16:41:11,FALSE,NA,"940260184185823232",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","sportmetweets",0,FALSE,FALSE,NA,NA
"507","If you know me you know Ive been talking about the possibility of LeBron coming to the Rockets insince the day we",FALSE,0,NA,2017-12-11 16:41:07,FALSE,NA,"940260165378490368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","laura_jazo",35,TRUE,FALSE,NA,NA
"508","From the Rockets beat this week
On their status as title contenders now


On their chances",FALSE,0,NA,2017-12-11 16:40:54,FALSE,NA,"940260110026207232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","laura_jazo",195,TRUE,FALSE,NA,NA
"509","People inside the NBA think the Rockets could land LeBron James in

LeBron James Harden Chris Paul would",FALSE,1,NA,2017-12-11 16:40:18,TRUE,NA,"940259960973295616",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","SakSports",0,FALSE,FALSE,NA,NA
"510","team with scooby doo Goku chris paul jason Voorhes and Nick young",FALSE,0,NA,2017-12-11 16:40:15,FALSE,NA,"940259948113559552",NA,"<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>","fantasybballbot",0,FALSE,FALSE,NA,NA
"511","Just favorited Paul van Dyks VONYC SessionsChris Metcalfe by Paul van Dyk on Mixcloud",FALSE,0,NA,2017-12-11 16:39:51,FALSE,NA,"940259847915954177",NA,"<a href=""https://www.mixcloud.com"" rel=""nofollow"">Mixcloud</a>","djburreishon",0,FALSE,FALSE,NA,NA
"512","NBA Power Rankings Chris Paul keeps Rockets flying high Cavs cant be stopped",FALSE,0,NA,2017-12-11 16:39:31,FALSE,NA,"940259763279056897",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","verticaljump3",0,FALSE,FALSE,NA,NA
"513","NBA Power Rankings Chris Paul keeps Rockets flying high Cavs cant be stopped",FALSE,0,NA,2017-12-11 16:38:39,FALSE,NA,"940259545137471493",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","washpresssports",0,FALSE,FALSE,NA,NA
"514","In first crunchtime time together James HardenChris Paul combo clicked for Rockets but with different sorts of test",FALSE,0,NA,2017-12-11 16:38:27,FALSE,NA,"940259496324157443",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","houstonSwat",7,TRUE,FALSE,NA,NA
"515","NBA Power Rankings Chris Paul keeps Rockets flying high Cavs cant be stopped",FALSE,0,NA,2017-12-11 16:38:06,FALSE,NA,"940259409040723970",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","LiberatorSports",0,FALSE,FALSE,NA,NA
"516","NBA Power Rankings Chris Paul keeps Rockets flying high Cavs cant be stopped",FALSE,0,NA,2017-12-11 16:35:06,FALSE,NA,"940258650291019778",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","sn_nba",0,FALSE,FALSE,NA,NA
"517","I need a Chris Paul to make a real Huston Rockets NBALiveMobile",FALSE,3,NA,2017-12-11 16:31:56,TRUE,NA,"940257856405741568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stoneriverla",0,FALSE,FALSE,NA,NA
"518","Since Chris Paul came back James Harden is averaging

 PTS

 AST

 REB

 PM

 STL

 FG

 P

 FT

 TS",FALSE,10,NA,2017-12-11 16:25:45,FALSE,NA,"940256299417264133",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ZainDeez",0,FALSE,FALSE,NA,NA
"519","Delighted thepartneship betweenandkicks off withinat Nuffield road Cambridge",FALSE,0,NA,2017-12-11 16:23:00,FALSE,NA,"940255606979612672",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AngliaTools",10,TRUE,FALSE,NA,NA
"520","Delighted thepartneship betweenandkicks off withinat Nuffield road Camb",FALSE,16,NA,2017-12-11 16:21:54,TRUE,NA,"940255330449154049",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carl_holder44",10,FALSE,FALSE,NA,NA
"521","I love s Paul Bearer impression",FALSE,0,NA,2017-12-11 16:21:43,FALSE,NA,"940255284894879744",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jomomma75",0,FALSE,FALSE,NA,NA
"522","Tuned into Paul van Dyks VONYC SessionsChris Metcalfe by Paul van Dyk atnowplaying",FALSE,0,NA,2017-12-11 16:20:52,FALSE,NA,"940255072147132416",NA,"<a href=""https://www.mixcloud.com"" rel=""nofollow"">Mixcloud</a>","djburreishon",0,FALSE,FALSE,NA,NA
"523","Chris Jericho attacked Kenny Omega and left him bloody at New Japans World Tag League Finalsht",FALSE,0,NA,2017-12-11 16:20:28,FALSE,NA,"940254968744960001",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bro_Paul",48,TRUE,FALSE,NA,NA
"524","team with Bill russell lebron james Vegeta Paul george and chris bosh",FALSE,0,NA,2017-12-11 16:20:16,FALSE,NA,"940254917305995265",NA,"<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>","fantasybballbot",0,FALSE,FALSE,NA,NA
"525","From the Rockets beat this week
On their status as title contenders now


On their chances",FALSE,0,NA,2017-12-11 16:19:18,FALSE,NA,"940254674304806913",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_phinz",195,TRUE,FALSE,NA,NA
"526","A wild number from this Rockets winning streak They have played exactlymeaningful possessions without James Harden andor",FALSE,0,NA,2017-12-11 16:18:11,FALSE,NA,"940254394054004736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ScottCacciola",7,TRUE,FALSE,NA,NA
"527","Hearing just let out Judge wont punish Paul Manafort for his involvement in the oped that appeared in a Ukrainian paper",FALSE,0,NA,2017-12-11 16:16:47,FALSE,NA,"940254040650342400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chris_lacourse",186,TRUE,FALSE,NA,NA
"528","A wild number from this Rockets winning streak They have played exactlymeaningful possessions without James Harden andor",FALSE,0,NA,2017-12-11 16:13:19,FALSE,NA,"940253168847466496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WSJSports",7,TRUE,FALSE,NA,NA
"529","Just loved Paul van Dyks VONYC SessionsChris Metcalfe by Paul van Dyk on",FALSE,0,NA,2017-12-11 16:12:36,FALSE,NA,"940252991457808385",NA,"<a href=""https://www.mixcloud.com"" rel=""nofollow"">Mixcloud</a>","mariann_papp08",0,FALSE,FALSE,NA,NA
"530","BestOfBbalIChris Paul bet Michael Jordan his whole camp gets free shoes if he missedshots",FALSE,0,NA,2017-12-11 16:12:29,FALSE,NA,"940252962399707136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tx_bonecrusher",21,TRUE,FALSE,NA,NA
"531","In first crunchtime time together James HardenChris Paul combo clicked for Rockets but with different sorts of test",FALSE,0,NA,2017-12-11 16:09:14,FALSE,NA,"940252144053211138",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_AyeYoNick",7,TRUE,FALSE,NA,NA
"532","Well I stand corrected But",FALSE,2,"paulfinney1969",2017-12-11 16:08:49,TRUE,"940248967228555264","940252036788039680","70089470","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","superckat",0,FALSE,FALSE,NA,NA
"533","James Harden and Chris Paul Are Staggering So Are The Rockets",FALSE,0,NA,2017-12-11 16:07:51,FALSE,NA,"940251794688618496",NA,"<a href=""http://www.myallies.com"" rel=""nofollow"">MyAllies Breaking News</a>","MyAlliesNews",0,FALSE,FALSE,NA,NA
"534","In first crunchtime time together James HardenChris Paul combo clicked for Rockets but with different sorts of test",FALSE,0,NA,2017-12-11 16:06:44,FALSE,NA,"940251512890167297",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheDon_Ron",7,TRUE,FALSE,NA,NA
"535","The Rockets havent lost a game that Chris Pauls played in",FALSE,0,NA,2017-12-11 16:06:30,FALSE,NA,"940251456304803841",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_ElBoogie",39,TRUE,FALSE,NA,NA
"536","In first crunchtime time together James HardenChris Paul combo clicked for Rockets but with different sorts of test",FALSE,0,NA,2017-12-11 16:06:22,FALSE,NA,"940251420091207681",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chunky37",7,TRUE,FALSE,NA,NA
"537","In first crunchtime time together James HardenChris Paul combo clicked for Rockets but with different sorts of t",FALSE,16,NA,2017-12-11 16:06:13,TRUE,NA,"940251382761869312",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Jonathan_Feigen",7,FALSE,FALSE,NA,NA
"538","LR Alan Tolson Robin FordRon Eastland",FALSE,0,NA,2017-12-11 16:05:42,FALSE,NA,"940251255460564992",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NonLeagueCrowd",3,TRUE,FALSE,NA,NA
"539","To put it another way Houston has taken advantage of its personnel to be really good pretty much all the time",FALSE,0,NA,2017-12-11 16:03:28,TRUE,NA,"940250690693328896",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SullivanKevin1",0,FALSE,FALSE,NA,NA
"540","Not to be overly dramatic or anything but I think Chris Paul James Harden and LeBron James on the same team would be a",FALSE,0,NA,2017-12-11 16:02:04,FALSE,NA,"940250337570631680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DerekAMusiq",31,TRUE,FALSE,NA,NA
"541","Not to be overly dramatic or anything but I think Chris Paul James Harden and LeBron James on the same team would be a",FALSE,0,NA,2017-12-11 16:00:30,FALSE,NA,"940249946489540609",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lafranja25",31,TRUE,FALSE,NA,NA
"542","This was a move that David stern wouldve made Stanton go back to Miami a la Chris Paul BULLSHIT",FALSE,0,"KFCBarstool",2017-12-11 15:59:40,FALSE,"940249323069198336","940249735159574530","119758732","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DSilverseyPGA",0,FALSE,FALSE,NA,NA
"543","The only ones that are worth a damn from that Paul family are Chris Paul and Sean Paul Dontme",FALSE,4,"A_A_Ron_Rodgers",2017-12-11 15:59:16,FALSE,"940248419897135104","940249635922341888","417564363","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","A_A_Ron_Rodgers",0,FALSE,FALSE,NA,NA
"544","A wild number from this Rockets winning streak They have played exactlymeaningful possessions without James Har",FALSE,10,NA,2017-12-11 15:58:26,TRUE,NA,"940249424898461696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bzcohen",7,FALSE,FALSE,NA,NA
"545","The Rockets havent lost a game that Chris Pauls played in",FALSE,0,NA,2017-12-11 15:57:18,FALSE,NA,"940249141078364164",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChrisCardwell6",39,TRUE,FALSE,NA,NA
"546","Houston hasnt played a single meaningful possession without either Chris Paul or James Harden on the court during",FALSE,1,NA,2017-12-11 15:55:55,TRUE,NA,"940248789629140993",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJSports",0,FALSE,FALSE,NA,NA
"547","Oladipo sick and tired of Paul George comparisons by Chris Walder m ago The post Oladipo sick and tired of Pa",FALSE,0,NA,2017-12-11 15:55:13,TRUE,NA,"940248615456591873",NA,"<a href=""http://twibble.io"" rel=""nofollow"">Twibble.io</a>","GlobalSportsCtr",0,FALSE,FALSE,NA,NA
"548","Chris Paul",FALSE,1,NA,2017-12-11 15:53:49,FALSE,NA,"940248262342299649",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","NBA_Ray",2,FALSE,FALSE,NA,NA
"549","Not to be overly dramatic or anything but I think Chris Paul James Harden and LeBron James on the same team would be a",FALSE,0,NA,2017-12-11 15:53:33,FALSE,NA,"940248196634247168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DexHinton",31,TRUE,FALSE,NA,NA
"550","Imagine hardenChris Paullebronand dwade in the same team",FALSE,0,NA,2017-12-11 15:51:48,FALSE,NA,"940247754659500032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PhonoxSmith",0,FALSE,FALSE,NA,NA
"551","When Paul George and Lebron Jamessign with the Rockets and form Chris Paul George and Lebron James Harden gtgtgtgtgtgtgtgtgtgt",FALSE,0,NA,2017-12-11 15:49:40,FALSE,NA,"940247216601608197",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yyyyyyackem",4,TRUE,FALSE,NA,NA
"552","Not to be overly dramatic or anything but I think Chris Paul James Harden and LeBron James on the same team would be a",FALSE,0,NA,2017-12-11 15:46:08,FALSE,NA,"940246328759717888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ItsG_REG",31,TRUE,FALSE,NA,NA
"553","Article is good stuff That said Jake Paul just makes me wanna Reeeeee Glad he is doing some charity work But ho",FALSE,1,NA,2017-12-11 15:45:50,TRUE,NA,"940246254994493440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chris_journo",0,FALSE,FALSE,NA,NA
"554","Not to be overly dramatic or anything but I think Chris Paul James Harden and LeBron James on the same team would be a",FALSE,0,NA,2017-12-11 15:44:08,FALSE,NA,"940245825241927687",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_moe46",31,TRUE,FALSE,NA,NA
"555","We finally got a look at James Harden and Chris Paul together in crunch time Like everything else so far this season t",FALSE,0,NA,2017-12-11 15:43:16,FALSE,NA,"940245607364653056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2KEW13",34,TRUE,FALSE,NA,NA
"556","Not to be overly dramatic or anything but I think Chris Paul James Harden and LeBron James on the same team would be a",FALSE,0,NA,2017-12-11 15:42:24,FALSE,NA,"940245390099484672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KatSteele2",31,TRUE,FALSE,NA,NA
"557","Plenty of club motorbikes covered in todays and tomorrowsToday will focus on Chris Lewis and Pa",FALSE,2,NA,2017-12-11 15:42:08,TRUE,NA,"940245324488237056",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JFisher_Star",0,FALSE,FALSE,NA,NA
"558","Not to be overly dramatic or anything but I think Chris Paul James Harden and LeBron James on the same team would be a",FALSE,0,NA,2017-12-11 15:41:47,FALSE,NA,"940245232943292418",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Billy_dono13",31,TRUE,FALSE,NA,NA
"559","Thanks to our missionexcellence judgesRolandSarah fromVanessa fromPau",FALSE,0,NA,2017-12-11 15:41:06,FALSE,NA,"940245060603531264",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VMAGroup",3,TRUE,FALSE,NA,NA
"560","VIDEOdrops CP to the ground w a behind the back crossover",FALSE,0,NA,2017-12-11 15:40:22,FALSE,NA,"940244877375291392",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bonitassi",329,TRUE,FALSE,NA,NA
"561","Not to be overly dramatic or anything but I think Chris Paul James Harden and LeBron James on the same team would be a",FALSE,0,NA,2017-12-11 15:36:51,FALSE,NA,"940243991655780352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","autch14",31,TRUE,FALSE,NA,NA
"562","Not to be overly dramatic or anything but I think Chris Paul James Harden and LeBron James on the same team would be a",FALSE,0,NA,2017-12-11 15:36:03,FALSE,NA,"940243790765461504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShoryuKen11",31,TRUE,FALSE,NA,NA
"563","He might He want to play with Chris Paul",FALSE,0,"BHG_LEE",2017-12-11 15:32:16,FALSE,"940237095028908032","940242840180936704","267860047","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","5thward_soldier",0,FALSE,FALSE,NA,NA
"564","Not to be overly dramatic or anything but I think Chris Paul James Harden and LeBron James on the same team would",FALSE,98,NA,2017-12-11 15:32:12,TRUE,NA,"940242823508619265",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KellyScaletta",31,FALSE,FALSE,NA,NA
"565","FlyEaglesFly PhiladelphiaEagles Five reasons why the Eagles beat the RamsPaul Domowitch Philly Eagles",FALSE,0,NA,2017-12-11 15:28:51,FALSE,NA,"940241977878204416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","eazeee2004",1,TRUE,FALSE,NA,NA
"566","LR Alan Tolson Robin FordRon Eastland",FALSE,0,NA,2017-12-11 15:27:10,FALSE,NA,"940241555251712002",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DulwichHamletFC",3,TRUE,FALSE,NA,NA
"567","LR Alan Tolson Robin FordRon Eastlan",FALSE,7,"DulwichHamletFC",2017-12-11 15:27:05,TRUE,"940234887180808192","940241537195180032","164616194","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DulwichHamletFC",3,FALSE,FALSE,NA,NA
"568","DWade watching Lebron leave to Houston to play w Chris Paul",FALSE,3,"BleacherReport",2017-12-11 15:19:52,FALSE,"940230103862251522","940239717727129608","890891","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dannygarib",0,FALSE,FALSE,NA,NA
"569","From the Rockets beat this week
On their status as title contenders now


On their chances",FALSE,0,NA,2017-12-11 15:17:48,FALSE,NA,"940239200133279746",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","swallowship56",195,TRUE,FALSE,NA,NA
"570","Happy to have meet you and glad you",FALSE,2,"bearclaw_94",2017-12-11 15:16:14,TRUE,"940102099257384960","940238804505341952","749790377599639552","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Chris_C_Lowrey",0,FALSE,FALSE,NA,NA
"571","Hakeem Olajuwon on the Rockets and James Harden and Chris Paul on the floor",FALSE,0,NA,2017-12-11 15:08:29,FALSE,NA,"940236852442947586",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kingzbillay",33,TRUE,FALSE,NA,NA
"572","The Houston Rockets record when Chris Paul has played",FALSE,0,NA,2017-12-11 15:05:57,FALSE,NA,"940236215399436290",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RocketsArg",36,TRUE,FALSE,NA,NA
"573","Chris Paul still hasnt lost a game since he left the Clippers",FALSE,0,NA,2017-12-11 15:05:46,FALSE,NA,"940236172512591877",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jax4lifeman",436,TRUE,FALSE,NA,NA
"574","WeLoveLA LARams Five reasons why the Eagles beat the RamsPaul DomowitchSportsRoadhouse",FALSE,0,NA,2017-12-11 15:05:12,FALSE,NA,"940236029692280834",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","LosAngelesSRH",0,FALSE,FALSE,NA,NA
"575","It says something about the Warriors that the possibility of LeBron James teaming up with Chris Paul and James Hard",FALSE,1,NA,2017-12-11 15:01:49,TRUE,NA,"940235175048433666",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","WScottDavis",0,FALSE,FALSE,NA,NA
"576","Solo Artists Chris Paul James Harden thriving while the other sits",FALSE,1,NA,2017-12-11 15:00:12,FALSE,NA,"940234769245331456",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","TheCrossover",0,FALSE,FALSE,NA,NA
"577","James Harden Chris Paul prove tough Rockets combo when chips are downvia",FALSE,0,NA,2017-12-11 14:58:02,FALSE,NA,"940234225726476288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","McClain_on_NFL",1,TRUE,FALSE,NA,NA
"578","nowplaying Paul van Dyk presents Paul van Dyks VONYC SessionsChris Metcalfe at",FALSE,0,NA,2017-12-11 14:56:49,FALSE,NA,"940233918728556544",NA,"<a href=""https://www.mixcloud.com"" rel=""nofollow"">Mixcloud</a>","vzluc",0,FALSE,FALSE,NA,NA
"579","Rockets are on pace to wingames and I find it hilarious how many people called me an idiot for thinking theyd be indisp",FALSE,0,NA,2017-12-11 14:55:50,FALSE,NA,"940233672233451520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jayc_w",33,TRUE,FALSE,NA,NA
"580","James Harden Chris Paul prove tough Rockets combo when chips are down",FALSE,2,NA,2017-12-11 14:53:52,FALSE,NA,"940233175183380480",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ChronBrianSmith",1,FALSE,FALSE,NA,NA
"581","RT to Send my boy Chris Paulto the NBA AllStar Game NBAVote retweettovote",FALSE,0,NA,2017-12-11 14:52:32,FALSE,NA,"940232839353815040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","justibiebwers",187141,TRUE,FALSE,NA,NA
